Supplementary Table 2: qGI Genetic Interaction Scores,,,,,,,,,
gene,FASN_merge,ACACA,LDLR,SREBF1,SREBF2,C12orf49,qGI_FASN_a,qGI_FASN_b,qGI_FASN_c
RBM12B,0.10005038,0.067050351,0.163487837,0.121107601,-0.087396411,-0.062926053,0.08,0.26,0.26
TBK1,-0.123701628,0.067129674,-0.223905745,0.019410656,0.115914724,-0.194507843,0.08,-0.05,-0.40
MYH4,0.005761047,0.067129812,0.054480583,-0.138474517,-0.20308802,-0.03360916,0.08,0.15,0.02
CASP10,0.10997094,0.067134626,-0.136602934,-0.031939438,0.114454292,0.005753638,0.08,-0.36,-0.02
F12,0.158050873,0.067188724,-0.214747535,0.113375767,0.091284695,-0.29790257,0.08,-0.02,0.35
KCNC2,0.135453214,0.067216715,-0.019017769,-0.021323908,0.091780629,-0.092402206,0.08,0.01,0.04
SHISA2,0.088369884,0.067223724,0.005108736,0.081905828,0.067219059,0.058230264,0.08,-0.03,0.05
PTK6,-0.138672048,0.067232651,0.029569746,-0.085681289,0.073590864,-0.260090933,0.08,0.02,0.05
DUSP21,-0.093021329,0.067300021,-0.023904499,-0.196509458,0.23953203,-0.021659114,0.08,0.22,-0.19
WDR70,-0.259635521,0.067374899,-0.323688622,-0.310056022,-0.0154377,-0.150916215,0.08,-0.01,0.03
PHIP,0.073459106,0.067455647,-0.23554053,-0.298854504,-0.285276117,0.169374522,0.08,0.07,-0.02
AGBL3,0.095575662,0.067462829,-0.206848099,0.212206898,-0.163074552,-0.098177862,0.08,0.73,0.60
FILIP1L,0.130787401,0.067482463,0.049838253,0.369566979,0.169022338,-0.016612631,0.08,0.03,-0.10
BSDC1,-0.229806557,0.067494461,0.060524271,-0.048227825,0.118937611,0.032794045,0.08,-0.10,-0.09
HIF1A,0.017631524,0.067545757,-0.133347223,-0.050537258,-0.019787124,0.170065009,0.08,-0.21,-0.02
DCLK3,-0.096258161,0.067552073,-0.124771701,0.208106197,0.007584144,-0.048368766,0.08,0.09,0.12
SLC35E2B,0.017385531,0.067572574,0.294181406,-0.075525198,-0.043448791,-0.292212832,0.08,-0.12,0.23
P2RX4,0.055049796,0.06759281,0.144588013,0.156125577,0.017166182,-0.212210673,0.08,0.16,0.27
SRGN,-0.089164244,0.067611159,0.013120881,-0.195828669,-0.416692439,-0.318710698,0.08,0.17,-0.03
RAD21,-0.309862291,0.067657712,-0.016163173,0.031663171,-0.230743686,0.131547228,0.08,0.14,-0.22
ENO2,-0.112913588,0.067659788,-0.248358205,0.151363537,-0.036858024,-0.27470312,0.08,-0.24,-0.01
SNUPN,-0.233758396,0.06767484,0.159953387,-0.142394078,0.135875369,-0.043380447,0.08,0.01,0.00
TTPAL,-0.032044868,0.067676842,0.128114291,0.23568388,0.128753413,0.084081242,0.08,0.20,-0.26
DGKI,0.118387959,0.067695779,-0.04017876,-0.221296367,0.047566921,-0.156429262,0.08,0.01,-0.15
DNAAF3,0.057876885,0.067708202,-0.002656998,-0.018340917,0.214138193,-0.078883633,0.08,0.19,0.10
CD27,-0.061480289,0.067778611,-0.041492291,0.129308276,0.023863774,-0.113377766,0.08,0.24,0.43
ZBED5,-0.043574566,0.067854068,-0.057698001,0.160567553,0.291162233,-0.171885302,0.08,-0.05,0.05
NEK8,0.070696752,0.067870327,-0.191782863,-0.028620024,-0.093338168,-0.466966301,0.08,0.14,0.29
DSEL,0.0404606,0.067920017,-0.214274322,0.163358657,0.11348572,-0.070408374,0.08,-0.25,-0.06
GP1BB,0.053834882,0.067941452,-0.091617955,0.231838926,0.162240151,-0.0446127,0.08,-0.16,-0.22
DDX60L,0.083586274,0.067963385,-0.074623753,-0.016816366,0.104932726,0.186014625,0.08,-0.08,0.00
EFR3B,0.06428589,0.067992434,-0.263954416,-0.299753259,-0.005123934,-0.111363762,0.08,0.09,0.25
TAS2R40,-0.053097268,0.067995461,-0.121255208,-0.085095667,-0.136053899,0.083188296,0.08,0.15,0.18
GYPA,0.204785565,0.068006574,-0.046489298,-0.195614687,-0.020306765,0.12755113,0.08,-0.15,0.31
COMMD8,0.137204217,0.068012267,-0.02811477,0.152070399,0.056804307,-0.172810465,0.08,-0.33,-0.10
SCGB3A1,0.15298607,0.068038179,0.015009831,0.002171223,0.052077044,-0.121104235,0.08,-0.09,0.17
PCDHA7,-0.116575478,0.068047128,-0.190864157,-0.095913674,0.054357753,0.024102273,0.08,-0.33,-0.07
NQO2,0.1349947,0.068087026,0.031661118,0.105231513,-0.077530892,0.020579318,0.08,0.02,0.05
USP53,0.245333653,0.068127549,-0.003545628,0.056568105,0.042153822,-0.227592925,0.08,0.01,-0.22
RCVRN,-0.070365498,0.068134537,-0.202713631,0.026105503,-0.289545353,0.059017695,0.08,0.08,0.08
LRRC31,0.145282304,0.068193755,-0.136445786,0.131276033,-0.039796542,0.411406056,0.08,0.02,0.17
CNDP1,-0.070885687,0.068195623,-0.166234819,-0.137628899,-0.095891625,0.247568807,0.08,0.27,0.06
BHLHB9,0.106766029,0.06820263,0.239507762,0.366500807,0.215784935,0.058365473,0.08,-0.10,-0.18
MOG,-0.154080706,0.068293654,0.002596748,-0.128781428,-0.100448718,0.093890815,0.08,0.10,0.09
LYZ,0.081861149,0.06829827,0.1567755,0.046445462,0.030338758,-0.155037673,0.08,0.13,-0.04
CA5A,0.0641715,0.068338741,-0.07579484,-0.008750676,-0.135486802,-0.135432852,0.08,-0.32,0.17
NUAK2,-0.044263688,0.068344265,0.038286545,0.148186346,-0.401147083,-0.194628017,0.08,-0.01,0.32
TPSG1,-0.109645924,0.068420155,0.034118441,0.097438265,0.012200315,0.104677618,0.08,-0.17,-0.20
ATP5G3,0.199213917,0.068447689,-0.303412107,-0.043721948,-0.01280655,0.16225488,0.08,0.23,0.32
FNDC8,-0.095511775,0.06846684,0.151907282,0.3206019,0.078360213,-0.022410837,0.08,0.39,0.15
PFKFB2,-0.02779608,0.068508697,0.219008531,0.054373196,0.209357063,-0.054378459,0.08,0.19,0.15
B3GNT1,0.075009967,0.068511026,-0.06509324,-0.014839845,0.212819335,-0.179382234,0.08,-0.42,-0.08
ADAD1,0.05161293,0.06856837,-0.156860909,-0.004989719,-0.053491183,0.399239394,0.08,0.20,0.22
FAM102B,0.206862451,0.068614896,0.134237589,0.056504772,0.129548948,0.187082794,0.08,-0.11,0.28
THOC6,-0.152160543,0.068663485,0.23022835,-0.119510614,-0.147112492,-0.17200509,0.08,0.37,-0.06
ACACA,-0.106026598,0.068666193,-0.015783226,-0.101737525,-0.503959305,-1.048681312,0.08,0.18,-0.06
DBP,-0.147381893,0.068674553,-0.214109133,0.151493551,-0.086105321,0.130547973,0.08,0.04,-0.11
QRICH2,0.04705648,0.068702945,0.108642596,-0.006929263,0.110803425,-0.048087532,0.08,-0.20,-0.36
OLIG1,0.059332744,0.068772895,0.22289441,-0.251013833,0.140053391,0.398215292,0.08,0.19,0.02
ASPG,0.006705354,0.068775719,-0.049230976,0.08847071,0.057260234,-0.206574031,0.08,0.01,-0.36
OR52W1,0.017619552,0.068792982,0.020756222,0.295337027,-0.230664194,-0.063379879,0.08,-0.07,0.10
CLYBL,0.16050897,0.068793434,0.207041391,0.316888724,0.142333338,-0.212305821,0.08,0.26,-0.07
MSANTD4,0.137854502,0.068818706,-0.353815652,-0.023547537,-0.137646805,-0.282966184,0.08,-0.30,0.00
DBH,0.041270958,0.068823653,-0.017426272,0.245056207,0.126959519,0.090433001,0.08,-0.09,0.11
CASP14,0.189181801,0.068846363,0.416474831,0.149512352,0.04161838,-0.08797452,0.08,-0.37,-0.01
CNDP2,0.041602538,0.068867955,0.167902656,-0.077406169,0.208476166,-0.060668732,0.08,-0.30,0.22
ZNF385D,0.210605686,0.068885366,0.018937449,0.018535396,-0.072370597,0.329254651,0.08,0.03,-0.26
MPL,0.081217907,0.068921423,-0.315496621,-0.098634263,-0.048201689,0.002056549,0.08,-0.22,-0.21
NUF2,-0.106986324,0.068941259,-0.239540547,0.004251952,-0.110059779,-0.246027044,0.08,0.06,0.11
PFKFB4,-0.208126059,0.068981933,-0.257776705,0.009199663,0.06405863,0.223128733,0.08,-0.06,-0.14
CPED1,0.099350639,0.069024115,0.01090804,-0.212525743,-0.255856487,0.212942353,0.08,0.45,0.12
VIT,-0.091362938,0.069035083,0.059555973,-0.068874265,-0.20448046,-0.385237482,0.08,0.24,0.16
IFI44,-0.038583124,0.069049364,-0.023952294,0.103584172,-0.042856516,0.08303588,0.08,-0.03,-0.45
OAS1,-0.088227341,0.069069908,-0.009731005,-0.1251169,-0.193477421,0.048711466,0.08,-0.27,-0.07
FAM50B,0.063190627,0.069084278,0.234111851,0.08785068,0.073492853,0.090273253,0.08,0.21,0.07
BIN3,-0.112638031,0.069149095,-0.159840143,-0.187194815,-0.028875389,0.091220459,0.08,0.14,0.16
EFCAB13,0.154479604,0.069164999,-0.081265194,0.080556322,-0.100983419,0.030614737,0.08,0.13,0.14
CASP3,0.094353167,0.069215696,0.118608717,-0.077480296,-0.062706374,0.154914677,0.08,0.13,0.19
PILRA,-0.072192835,0.069227936,0.07564972,0.065769078,0.196779211,-0.197766859,0.08,-0.02,0.01
PNPO,0.47231575,0.069249728,0.645203742,0.120258326,-0.235913185,-0.05744325,0.08,-0.02,0.28
C14orf180,-0.112515076,0.069346641,0.206789014,0.045566259,0.081698258,-0.0102427,0.08,0.14,0.20
ABCC11,-0.003999332,0.069406887,0.194266567,0.090378231,-0.186010969,0.176689114,0.08,0.13,-0.07
TRADD,-0.045998969,0.069415129,0.116642886,-0.239571,-0.057545111,-0.411664687,0.08,-0.18,-0.16
TEX29,-0.005702811,0.069447482,0.12285173,0.154259902,0.134030927,-0.039007318,0.08,-0.29,0.12
SMTNL2,-0.000679575,0.069483691,-0.165258749,-0.116435005,0.075056435,-0.0530342,0.08,0.24,0.24
IL10RB,-0.061963516,0.0695655,-0.056032974,-0.12879622,0.129874479,-0.191034068,0.08,-0.31,0.07
FLT4,0.14220924,0.069569947,0.03688925,0.142417312,0.152242126,-0.100826893,0.08,0.28,0.11
EPHB1,-0.072817159,0.069613676,0.142417829,0.198472718,-0.252841816,0.20500283,0.08,0.11,0.17
TAAR8,0.211823912,0.069648599,0.237452313,0.02052975,0.096120961,0.101480502,0.08,0.30,1.55
TWIST1,0.365409244,0.069728277,0.087831957,0.243102543,0.100883316,0.016293825,0.08,-0.04,0.17
MAP7D1,-0.079767737,0.069742674,-0.045226103,-0.066321826,-0.322517929,-0.067984102,0.08,-0.25,-0.25
CSNK1G2,-0.01449717,0.069751069,-0.145818599,0.142987851,-0.034253772,-0.073207005,0.08,0.35,-0.05
AGPAT4,0.106619281,0.069777057,0.292328971,0.178436969,-0.15875732,-0.121245474,0.08,-0.43,0.01
RIPK1,0.015009478,0.069793018,-0.227124754,-0.069961945,0.08152074,0.064613435,0.08,0.13,0.00
PDIK1L,0.075860917,0.069810148,0.082232154,-0.108648132,-0.038873155,-0.434546647,0.08,0.16,-0.11
ASB15,-0.040180363,0.069863926,0.027855688,-0.071810468,-0.164711746,-0.091986001,0.08,0.22,0.16
ATXN7L3B,0.058901707,0.069870933,0.191222348,-0.092101919,0.111843044,0.219784603,0.08,-0.12,-0.04
MYLK4,0.042963673,0.069875689,0.169555928,-0.128271818,0.221339201,0.104765308,0.08,0.15,-0.01
TNK1,0.205147761,0.069880151,-0.105313374,0.07311234,-0.118247639,-0.107729665,0.08,-0.04,-0.25
MTHFSD,-0.111399115,0.069927958,0.262275966,0.038329769,-0.180050034,0.283512198,0.08,-0.05,0.08
ATHL1,0.147543742,0.069936261,-0.082577965,0.080138242,0.284162469,0.200601345,0.08,0.04,0.03
KRTAP10-5,0.011717163,0.0699373,0.36068976,0.10945745,0.387895843,-0.04852656,0.08,0.26,0.22
B3GNT6,-0.089335278,0.069952074,0.209253156,0.096378034,-0.285279577,-0.031956004,0.08,0.00,-0.02
LUC7L,-0.257028215,0.069972396,-0.127464248,-0.108805945,-0.054670903,0.111176533,0.08,-0.21,-0.18
NIT2,-0.003197689,0.069975771,-0.490394951,-0.208342748,0.101128362,0.021824336,0.08,0.19,0.16
ADAMTS4,-0.096538069,0.070079642,-0.127571707,-0.041153419,-0.018661952,-0.019995393,0.08,-0.01,-0.07
FAM91A1,-0.008097018,0.070102891,-0.149812216,0.059278654,0.260352995,-0.010406038,0.08,0.01,-0.03
PRAC1,0.103013539,0.070125665,0.155981214,-0.0850601,0.007532461,-0.126651133,0.08,0.05,-0.02
EFNB1,0.090703552,0.070139774,0.029958853,0.268139754,0.342720402,-0.174671219,0.08,-0.13,0.26
WFDC3,0.00759732,0.070148269,0.167129944,0.044886163,0.06815691,-0.13248653,0.08,0.08,-0.24
CNOT4,0.000162818,0.070157472,-0.25646327,0.093181552,0.10343846,-0.201766506,0.08,0.09,-0.08
MRI1,-0.173871235,0.07017921,0.137858351,0.117728111,0.081522104,0.078660614,0.08,0.05,-0.11
RORC,0.069426111,0.070189588,0.14718337,-0.103175645,0.073405149,0.26858418,0.08,-0.16,-0.14
ZWILCH,-0.020145296,0.070210166,-0.128720558,-0.166659269,0.211668709,0.119666632,0.08,0.14,0.03
B3GALT2,0.083446486,0.070220649,0.065948731,0.105257034,0.174231674,0.228617851,0.08,0.14,0.09
IGSF5,0.049415501,0.070236512,0.196801088,0.018902532,-0.045131141,-0.1180313,0.08,-0.13,-0.01
MYO5A,0.068035805,0.070255468,0.110724847,0.011301744,0.11773856,0.111984029,0.08,0.03,0.31
HTR7,-0.112438753,0.070258289,-0.081041154,-0.091315536,0.013106713,0.135913181,0.08,0.28,0.13
FN3KRP,0.00297257,0.070317506,0.166637556,0.016832907,0.171584808,-0.008378529,0.08,0.24,0.18
FXYD1,0.050211814,0.070336241,0.114580477,0.018600254,0.066400713,-0.133593465,0.08,0.09,0.07
SEMA4A,-0.109042032,0.070344038,-0.074858556,0.035355101,0.19657736,-0.206259129,0.08,-0.28,-0.14
NUDT9,-0.116599322,0.070363986,0.27103991,-0.053710283,0.002862707,0.117299017,0.08,-0.16,-0.14
EPCAM,0.067421049,0.070370913,0.005672328,-0.185317608,0.264095522,-0.064668051,0.08,0.37,0.04
MARVELD2,-0.19098426,0.070389265,-0.338617708,0.323416643,0.152092981,0.166833117,0.08,0.02,0.21
TMEM121,0.093858166,0.070395584,0.504591682,0.377456814,0.029436363,-0.016366022,0.08,-0.10,-0.14
TBC1D15,-0.145551109,0.070412735,0.117682867,-0.2424443,-0.004494337,0.151820827,0.08,0.23,-0.18
SUPT6H,0.01265833,0.07045736,-0.15643055,0.207970915,0.093615615,-0.112644594,0.08,-0.11,0.13
MED13L,0.368901615,0.070469219,0.482798122,-0.105401354,0.044149274,0.546262249,0.08,0.17,-0.11
OR10A6,0.131552271,0.070482443,0.243093331,0.126223531,0.331352993,0.346912394,0.08,0.00,-0.05
ZNF253,0.267431548,0.070561836,0.160531395,-0.037479936,-0.27315975,0.035967357,0.08,0.06,0.38
CHRM2,0.155580818,0.070610539,0.018645032,0.006873176,0.137524525,-0.145755719,0.08,0.00,-0.17
FAM169B,-0.065560158,0.070616757,-0.099509342,0.015871741,0.223251724,0.103787402,0.08,0.19,-0.14
EPS8,0.028634012,0.070632015,-0.080818175,-0.035785202,0.215614794,-0.165207879,0.08,0.12,0.20
TP63,0.162301987,0.070634019,-0.044282073,-0.163808197,0.042501441,-0.019614515,0.08,-0.03,0.00
MS4A6A,-0.026382871,0.070645088,0.134557826,-0.144696918,-0.13159247,-0.06267204,0.08,0.12,0.17
SCN5A,-0.085997934,0.07068434,-0.26578173,-0.112427159,-0.182123173,0.193080813,0.08,-0.09,-0.06
ITFG2,-0.468778359,0.070686011,0.029559156,-0.200916617,0.122807304,-0.010728973,0.08,-0.16,-0.33
ANKRD32,-0.410010951,0.070695455,-0.19740294,-0.253393867,0.179024574,-0.024311781,0.08,0.11,-0.03
TDRD12,0.027692281,0.070698701,0.30420743,-0.025087073,0.066808967,0.111589369,0.08,-0.09,-0.20
ABHD4,0.073164529,0.070701344,0.079729404,0.210942101,-0.019672143,-0.023539417,0.08,-0.13,0.06
STAG3,-0.070207752,0.070752086,-0.11625188,-0.216190115,0.154802814,-0.023779496,0.08,-0.14,0.27
PIP4K2C,-0.186011312,0.070784849,-0.044206114,0.169011765,-0.148789002,0.03490907,0.08,-0.02,-0.13
LACC1,0.091330202,0.0707997,-0.123292583,0.067649443,-0.026686086,-0.328184171,0.08,0.02,0.09
UGT8,0.199622703,0.070812816,-0.014883785,-0.041417938,-0.011974038,-0.30636927,0.08,0.06,-0.01
ARL6IP6,0.08829344,0.070825447,0.033402881,-0.184837149,-0.126103429,-0.019975323,0.08,0.06,0.32
GADD45B,-0.055187442,0.070844853,-0.010132284,-0.258466059,-0.323344528,-0.198147612,0.08,-0.17,-0.24
TRIO,0.189175481,0.070848784,0.022477464,-0.171701324,-0.102983767,0.2491959,0.08,0.12,0.16
ARNTL,0.182989831,0.070874245,-0.1079391,-0.194570006,0.046044188,-0.10533196,0.08,0.22,0.40
ZDHHC14,-0.009676724,0.070875935,0.14703434,0.055048897,0.113410698,0.026033077,0.08,0.33,0.10
KIAA0930,0.032655371,0.070888513,-0.013377409,0.292392304,-0.044670858,0.246377138,0.08,0.29,0.03
FOXC2,-0.044751232,0.070928067,0.225830977,-0.360087381,0.163131282,-0.003263546,0.08,-0.21,-0.34
PLIN3,0.050432305,0.070957498,-0.294571321,0.26438118,0.057702025,0.0420701,0.08,-0.22,-0.18
SNRNP27,0.039058515,0.070969723,-0.233492465,-0.033799247,-0.304833644,-0.029439534,0.08,-0.17,-0.01
RAB21,0.011358007,0.070975881,0.105992171,0.201171994,-0.158798001,0.201905188,0.08,0.08,-0.13
THOC2,-0.077143152,0.070980513,-0.10755956,0.034016091,0.20626619,-0.330771073,0.08,-0.21,-0.15
SOX2,0.226527935,0.071029914,-0.2546932,-0.262572688,-0.11343095,0.050061895,0.08,-0.15,-0.22
COX6C,-0.127795612,0.07105888,0.139720524,0.205492221,0.305929324,-0.001878875,0.08,-0.06,0.35
NLRP9,0.10995081,0.071065879,0.087073611,0.008434375,0.101085129,0.122612727,0.08,0.14,0.09
ARMCX6,-0.074221942,0.071092546,0.207110818,-0.059784668,0.154256809,0.150854422,0.08,0.13,0.25
PRIMA1,0.095199282,0.07110061,0.39386448,-0.137364057,0.106934111,-0.238483127,0.08,0.02,-0.10
ATP2A2,-0.12854774,0.071126375,-0.375372242,0.076182177,-0.009201953,0.086210658,0.08,-0.05,0.08
APBA2,0.084845154,0.071136855,0.289612055,0.055618107,0.08462702,0.051146504,0.08,0.16,-0.19
PODNL1,-0.127212335,0.071154024,0.044619912,-0.228087704,-0.153849609,-0.214632435,0.08,-0.15,-0.05
TEX101,0.125245532,0.071193794,0.082115882,0.05733373,0.059569458,0.13838758,0.08,0.21,0.02
PSMB8,-0.038233939,0.071193815,-0.05253409,-0.041664688,0.207130513,-0.074137505,0.08,0.18,0.00
GINM1,0.126045137,0.071217376,0.278491534,0.103622552,-0.07427944,-0.093487157,0.08,0.03,-0.32
LSMEM1,0.147386973,0.07122131,-0.099390516,-0.005167397,-0.106140271,0.009944908,0.08,-0.19,-0.14
CELA2A,0.103236955,0.071246936,-0.23279091,0.250264079,-0.189346147,-0.075426198,0.08,-0.08,-0.04
GSDMC,0.042325358,0.071316872,0.071911264,0.11150561,0.156210445,-0.210770912,0.08,0.14,-0.22
SLC16A11,0.095080252,0.071358938,-0.118279398,-0.109323237,0.091598411,0.166291181,0.08,-0.29,0.08
SLC7A10,0.056205159,0.071364208,-0.260544965,0.110310693,-0.085831081,-0.072034753,0.08,-0.10,-0.39
C19orf80,-0.092559022,0.07139858,0.238711984,-0.001395259,0.29557992,0.160112013,0.08,0.19,0.02
FAM180A,0.207147594,0.071408563,-0.006153545,-0.123536054,-0.129069912,-0.136351107,0.08,0.24,0.20
CA1,-0.057140553,0.071428749,-0.030826207,-0.147872281,-0.01416848,0.011650787,0.08,-0.02,-0.01
PAX2,-0.013527804,0.071429525,0.207458188,-0.072022119,-0.095150764,0.032581692,0.08,0.09,-0.26
FCER2,-0.15020058,0.071480691,0.137748301,0.172917326,0.074294464,0.040281784,0.08,-0.35,-0.07
TCTN3,0.26092081,0.071493838,-0.071499622,0.01734754,0.033041082,0.199093822,0.08,-0.02,0.16
MON2,-0.945929415,0.071549273,-0.505742451,-0.303340282,-0.444735002,0.224254997,0.08,0.07,-0.07
UIMC1,-0.063561258,0.071555604,-0.298941526,0.077772309,-0.10133449,0.251844142,0.09,0.33,0.24
CPO,-0.015819267,0.07159128,-0.046399476,-0.101685519,-0.094220374,-0.247890255,0.09,0.05,-0.12
SHISA5,-0.036497959,0.071624946,-0.193347798,-0.239503202,-0.261463086,-0.030081605,0.09,-0.08,0.08
TMEM64,-0.062804748,0.07164066,0.026259232,0.019707349,0.02410427,-0.020617861,0.09,-0.13,0.20
FKBP2,-0.08474309,0.071678552,0.27097058,0.17707407,-0.175851295,0.166751431,0.09,-0.08,0.37
GNPNAT1,-0.031922726,0.071721674,-0.232035646,-0.208384713,0.082686843,0.068716336,0.09,0.16,0.08
CRYGD,0.088480122,0.07172212,-0.091244366,0.080124543,0.077396688,-0.149743613,0.09,0.17,0.18
TCEANC2,0.068796962,0.071740193,0.032534553,-0.033707845,0.00074949,0.064783119,0.09,-0.18,-0.13
RELN,-0.133058636,0.071850482,-0.002016347,-0.304593832,-0.132398648,-0.08632382,0.09,-0.25,-0.03
FNIP2,-0.004509218,0.071859405,0.088157243,0.075127751,0.116810393,0.027387497,0.09,-0.20,0.46
CT47B1,0.042007639,0.071882918,-0.340675057,0.029146682,0.037646375,-0.17005088,0.09,0.16,-0.02
ACVR1,0.22631442,0.071907152,0.022065589,0.133256037,-0.182799414,0.024062217,0.09,0.17,-0.13
OTC,0.06652046,0.071911917,-0.073327659,-0.079196954,0.067054411,-0.148124999,0.09,-0.16,0.13
SIGIRR,0.114782936,0.071958804,0.084170069,0.115829278,0.197419062,-0.017549109,0.09,-0.06,-0.35
PDPR,-0.013220841,0.071990323,0.116457582,0.270785109,0.08365423,-0.012404284,0.09,-0.14,-0.09
CRYM,-0.01751388,0.072042126,-0.146789293,-0.101353288,0.0651209,0.028026156,0.09,0.12,0.27
TUBA4A,-0.055248022,0.07205406,0.065868206,-0.072430042,-0.171674669,-0.174095203,0.09,-0.13,0.04
RNF169,-0.170304697,0.072096114,0.138322746,-0.039269906,0.028470996,0.155747335,0.09,0.23,0.15
CNTN2,-0.129236475,0.072156669,-0.061363059,-0.062828779,-0.142773703,0.3863857,0.09,0.17,0.03
A1CF,-0.2372158,0.072175357,-0.410257723,-0.218502239,0.270685535,0.368860761,0.09,0.10,0.19
PLA2G4E,0.058238497,0.072180327,-0.148368991,0.180809095,0.191525075,-0.037590203,0.09,0.25,0.05
RBM6,0.144143047,0.072182514,-0.112427628,-0.022651114,0.167487179,-0.120724039,0.09,-0.15,0.08
KIF19,-0.063710797,0.072187792,0.218824183,0.052531032,0.037527819,-0.049424376,0.09,0.12,0.32
TMEM155,0.140348253,0.072217694,0.261217562,-0.029575122,0.128066601,-0.341947525,0.09,-0.05,0.23
ZSWIM1,0.167895764,0.072222611,-0.186351181,-0.192620836,0.110208098,0.261095717,0.09,0.19,0.44
PLEKHA3,-0.490637914,0.072242135,-0.247933652,-0.317379764,-0.102181021,-0.136830866,0.09,-0.20,0.12
INSRR,-0.197871594,0.07228329,0.149749544,0.341763092,-0.142491849,-0.097683272,0.09,0.01,-0.20
RUSC2,0.086009227,0.072296132,-0.026798124,0.171997353,-0.065149181,0.055700958,0.09,-0.04,-0.23
NPHP4,-0.128646839,0.072318443,-0.04805856,0.142161528,0.00790025,-0.031424331,0.09,0.22,-0.09
JAK3,-0.029247371,0.0723253,0.167240163,0.167764976,0.030599861,0.009776779,0.09,0.10,0.03
BCL2L15,0.002401852,0.072359504,-0.06504178,-0.164896761,-0.013360762,-0.00451173,0.09,-0.24,-0.32
GALNT18,0.158202877,0.07240647,-0.08728797,0.245226485,0.12044523,0.023351027,0.09,-0.26,-0.24
IRAK1,-0.056786304,0.072414858,-0.13888005,-0.081172203,-0.249829779,0.146077871,0.09,0.03,0.00
KLHL38,0.010626477,0.072433831,-0.132586162,-0.055340716,0.228815657,-0.125809875,0.09,0.17,0.02
EGR3,-0.069694731,0.072491435,-0.165228651,-0.243438703,0.084017234,0.371865177,0.09,-0.28,-0.32
CHST2,0.024298172,0.072520289,0.114459644,-0.449418877,-0.377756786,0.081208023,0.09,0.30,0.37
NSDHL,-0.059097412,0.072535432,-1.769677911,-0.172001328,0.12609661,0.282296689,0.09,0.11,0.01
PTX4,-0.109686267,0.072664576,-0.141440755,-0.068295995,0.082556087,-0.061105574,0.09,0.02,0.17
MPHOSPH6,0.109165119,0.072686035,0.10716699,0.063655694,0.238119972,-0.044934737,0.09,-0.08,0.07
ZCCHC24,0.113583387,0.072707113,0.043455699,-0.131820914,-0.231700796,0.201919859,0.09,-0.26,0.07
CCDC159,-0.055085619,0.072728524,-0.238060509,-0.189794955,-0.049422307,0.190496405,0.09,0.18,0.45
KLHL17,-0.006990911,0.072753487,-0.0494732,0.081360828,-0.06748769,-0.022495852,0.09,-0.34,-0.05
MACF1,0.105154283,0.072759354,-0.014517034,0.049764276,0.15812328,-0.060236832,0.09,0.18,0.30
ENTPD4,0.059103196,0.072762006,0.197429599,0.230981095,0.280818429,0.133655754,0.09,0.31,0.04
RBL2,-0.134100634,0.072827895,0.341131706,-0.3741024,0.632777113,0.06808868,0.09,0.00,-0.05
SUPT7L,-0.114349129,0.072828642,-0.014391724,-0.077870471,0.11463546,-0.001086169,0.09,1.04,0.93
OR1Q1,0.029958555,0.072847677,-0.070758986,-2.00E-05,0.02373465,0.087486961,0.09,-0.13,-0.03
BRSK1,0.029227323,0.072922077,0.086375329,-0.110263316,0.135973627,-0.297622409,0.09,-0.11,0.22
CST11,-0.014548495,0.072926065,-0.131893466,-0.017643222,0.262156461,-0.284395948,0.09,0.06,0.01
SF3A2,0.115663971,0.072933586,0.040790245,0.051174929,-0.073862972,-0.224204535,0.09,-0.39,-0.04
