Supplementary Table 2: qGI Genetic Interaction Scores,,,,,,,,,
gene,FASN_merge,ACACA,LDLR,SREBF1,SREBF2,C12orf49,qGI_FASN_a,qGI_FASN_b,qGI_FASN_c
PARP4,-0.116907609,0.061080714,-0.25044909,0.116468303,0.14030253,0.149761164,0.07,0.12,0.17
MYT1L,0.098769736,0.06108987,0.174984632,-0.121933767,0.011077367,-0.21612614,0.07,-0.03,-0.05
TYW5,0.049103103,0.061102568,-0.061741869,0.221221202,-0.062076724,0.366175723,0.07,0.26,-0.17
SSBP1,-0.149373395,0.06111741,-0.062313661,-0.276033289,-0.14639668,-0.213413719,0.07,0.18,-0.03
ZNF365,0.005698452,0.061128955,-0.021063169,-0.072749878,-0.194119653,0.033121248,0.07,0.12,0.00
SULT2B1,-0.029093379,0.061140117,0.237056047,-0.19662017,-0.216181004,-0.229875032,0.07,0.18,0.06
PCDHB16,-0.028740661,0.061217969,0.051908748,-0.033638607,-0.106680471,-0.14327421,0.07,-0.12,0.31
NAT6,-0.111609701,0.0612706,-0.422175609,0.023727511,0.067431362,-0.066848931,0.07,-0.01,0.08
HILPDA,-0.049607833,0.0613381,0.395397044,-0.074653668,0.007880072,0.076811349,0.07,0.18,-0.08
STAP2,0.047768855,0.06135286,0.203463371,0.168535357,-0.116228618,0.356684596,0.07,-0.09,0.11
EIF2AK1,0.088653553,0.061372169,0.13795104,-0.020201442,0.17700582,-0.639189472,0.07,0.11,-0.33
ROGDI,-0.046589161,0.061394222,0.001926207,0.067139144,0.019719934,-0.087740727,0.07,0.22,-0.13
HIST1H4G,-0.128978521,0.061403639,0.068905695,0.062396027,0.126225287,-0.026055578,0.07,-0.11,-0.27
TMPRSS12,0.040118708,0.061419487,-0.224198325,0.090989562,0.127408336,-0.304023967,0.07,-0.07,0.16
SPATA2,-0.295739234,0.061466886,-0.019210557,0.046330178,0.101098812,0.115514222,0.07,0.16,-0.12
TMEM185A,-0.045263744,0.061468616,0.187240929,0.091168373,0.045222554,0.059568256,0.07,0.03,0.35
OR10X1,-0.16169551,0.061485011,0.001456576,0.120943547,0.074793094,0.126718569,0.07,-0.07,0.07
PALLD,-0.032137948,0.061489131,0.189796012,0.069070093,-0.292513837,0.140810538,0.07,0.09,0.44
ERVV-2,0.060810399,0.061510367,-0.011660784,0.075255221,-0.045097205,-0.090542374,0.07,-0.01,-0.05
CRTC1,-0.03088432,0.061514876,-0.017358823,-0.129946943,0.245502674,0.073152082,0.07,-0.14,-0.03
NDEL1,-0.210297007,0.061527574,-0.039101701,-0.04790565,-0.066698303,0.12532108,0.07,0.04,0.18
KIAA1199,-0.104013285,0.061538289,0.00109586,0.132586434,-0.383436619,-0.018568926,0.07,-0.02,0.06
MRPL16,0.054396238,0.061549477,0.123699719,-0.171208029,0.182139808,0.201531351,0.07,-0.16,-0.43
RBM38,0.167491825,0.061584822,0.223232778,0.074337474,0.042777652,0.010458174,0.07,0.17,0.08
CYSTM1,0.067722801,0.061617427,-0.023485769,-0.270882784,0.073837961,0.040500155,0.07,0.09,0.16
CHMP5,0.060070687,0.061637326,-0.243080467,0.373783081,-0.293086979,-0.034182885,0.07,0.13,-0.08
SMIM8,0.060898277,0.061658727,-0.160798313,0.290404401,0.365633585,0.163397179,0.07,0.14,-0.01
PNRC1,-0.033328397,0.061687912,0.148504463,-0.465992176,-0.270726069,-0.004214449,0.07,0.04,0.10
FBXO48,-0.061088649,0.061694933,0.316689485,-0.155183231,-0.062944435,0.157788788,0.07,0.13,0.32
PPP3CC,-0.169321389,0.061695779,0.471450104,0.072485045,0.11005015,-0.077025686,0.07,0.18,0.02
ALDH1L1,0.020674658,0.06174339,-0.103947517,0.153158137,-0.057270088,-0.197105628,0.07,0.02,0.58
CNIH3,0.042487761,0.061817385,-0.028390378,0.055177915,0.275232526,-0.099188248,0.07,0.02,0.13
ABHD1,0.160396219,0.061867094,-0.142992674,-0.374863856,0.066052873,0.027805551,0.07,-0.01,-0.12
PNPLA7,-0.057431938,0.061900714,0.032347031,-0.071185155,-0.130390127,0.16441998,0.07,-0.05,-0.13
FAM150B,-5.61E-05,0.061927646,-0.268683468,0.123365028,0.143650124,-0.098981168,0.07,0.25,0.11
ADCY2,0.042355881,0.061939942,0.161386659,-0.28805158,0.260023533,-0.099106251,0.07,0.00,0.06
ALPL,0.016110146,0.061947531,0.017275269,-0.119520459,0.193691694,-0.282113782,0.07,-0.45,-0.19
KMT2C,-0.469333184,0.061998531,-0.380498662,0.343649412,-0.082695987,-0.039669481,0.07,0.48,0.36
BCL3,-0.044312462,0.062087488,-0.120064314,-0.139959483,-0.174282499,0.166054849,0.07,0.22,-0.45
TRAF6,0.177020893,0.062094727,-0.16160329,0.251330924,0.097138033,-0.152063247,0.07,0.43,-0.38
HTR3B,0.158467459,0.062125152,-0.286136075,-0.131360929,0.071039354,-0.013753318,0.07,-0.11,0.06
TRMT13,0.026049439,0.062159335,-0.1307697,-0.093771134,-0.124528531,-0.028872368,0.07,-0.02,-0.06
PTPRK,-0.167558905,0.062197029,-0.071664753,-0.05625981,0.054637577,0.160294179,0.07,-0.09,0.07
TNPO3,-0.073810246,0.062250369,-0.200821657,-0.134513236,0.001200802,-0.007951197,0.07,-0.16,-0.05
DFFB,0.152477215,0.062250896,-0.250947154,-0.055501076,-0.095353476,-0.045349169,0.07,-0.13,0.07
VCP,-0.08251491,0.062290409,-0.001009211,-0.016616987,0.092229288,-0.314972583,0.07,0.22,0.05
CACNG7,0.144025001,0.062337095,-0.029565587,0.039633834,0.016180044,-0.053418483,0.07,0.11,-0.08
SLC22A4,0.042434584,0.062341031,-0.040179069,0.077231196,0.222907992,0.237117293,0.07,-0.01,0.21
ZNF318,-0.436327479,0.062362602,-0.29320657,-0.328632801,-0.446604903,0.21366179,0.07,-0.19,-0.24
KLHDC10,-0.118329055,0.062381019,0.026906218,0.106898535,-0.029058923,0.265739406,0.07,-0.08,0.05
OR12D3,-0.074027223,0.062424416,-0.009141067,-0.035131604,0.001610572,0.077307943,0.07,0.19,0.00
FBXO43,0.073821985,0.062430146,0.284973973,0.013136405,0.270519646,0.111248421,0.07,-0.19,0.35
LCE4A,-0.028304339,0.062509477,-0.104665274,0.121066301,-0.093012697,-0.099190525,0.07,0.34,0.09
MUC5B,-0.091810467,0.062554649,-0.003844069,-0.073891749,-0.169119588,-0.002109179,0.07,0.10,-0.38
KLHL2,0.105222191,0.062578501,0.066524851,0.011482618,0.121988861,-0.300148245,0.07,0.51,0.97
POPDC3,0.09747708,0.062587597,-0.033308465,0.083443344,-0.091805948,-0.135479605,0.07,-0.03,0.02
GPRIN1,0.140867504,0.062607926,0.242356702,0.242512958,-0.234310774,-0.074315994,0.07,0.02,0.11
RAVER2,0.084740436,0.06265628,-0.118960994,-0.169265479,-0.120363887,-0.091449139,0.07,-0.14,-0.04
GINS2,0.004365844,0.062663727,-0.017657825,0.125062347,0.032030166,-0.066061538,0.07,0.16,0.04
PHOX2B,0.136969122,0.062665845,0.106145893,0.04881141,-0.0261724,-0.020103592,0.07,-0.20,-0.13
ARIH1,0.181407798,0.062670002,0.073509916,0.06659078,-0.11219247,-0.223380001,0.08,-0.03,-0.03
ACBD4,-0.08637017,0.062705038,-0.242556979,-0.076912878,0.04459844,-0.21429414,0.08,0.14,-0.09
KCNJ14,-0.041342251,0.062739688,0.124000498,0.114252104,-0.08492905,-0.237510071,0.08,0.09,0.11
RPTN,0.057913694,0.062774156,-0.16524359,0.225932059,-0.143845554,0.164695293,0.08,-0.15,-0.15
C1QC,-0.016870002,0.062784655,0.01335848,-0.050862391,-0.069883,-0.090468764,0.08,0.19,0.02
CNTF,0.062775596,0.062789795,-0.013493724,0.31625245,-0.097614359,-0.050204616,0.08,-0.08,0.11
AFP,0.029668576,0.062795999,0.187706528,0.103166812,0.128837112,0.400860966,0.08,-0.05,-0.02
SCG5,-0.155033304,0.062811923,-0.247037251,-0.182272413,0.240346307,0.228592634,0.08,0.04,-0.03
RP2,-0.057575693,0.062829054,-0.176294463,0.082903081,0.006098435,-0.308263978,0.08,0.02,-0.02
LRP4,-0.028043736,0.062831657,0.032352254,-0.166930171,-0.182356378,-0.091536024,0.08,0.16,0.03
IFIH1,0.08148137,0.062834563,-0.209196478,-0.046114944,-0.064259716,-0.147424101,0.08,-0.15,-0.24
ESM1,0.061522343,0.062872676,-0.075239401,-0.196729344,-0.231994661,0.193220715,0.08,0.38,0.22
ITGA10,-0.10679916,0.062880977,0.025901488,0.15546333,-0.165538989,0.060268733,0.08,0.30,0.12
ZNF619,-0.089741923,0.062888527,0.077668132,-0.060727399,0.390426182,-0.021551887,0.08,-0.18,-0.21
BMI1,-0.098195833,0.062893053,0.130522362,-0.326914559,0.092122492,0.377200773,0.08,0.17,0.07
IARS,-0.189102112,0.062953371,-0.345675385,0.107660694,-0.069001502,-0.023621124,0.08,-0.30,0.07
EXOSC10,0.155914751,0.062986571,0.361389065,0.151157131,-0.099185502,0.171702022,0.08,-0.11,0.16
KIAA1210,-0.096073047,0.063010417,0.251254094,0.022123458,-0.022470607,0.040901152,0.08,-0.02,-0.06
GJA3,0.207153949,0.063034524,0.00122075,0.167873442,-0.098359689,0.214916006,0.08,-0.02,-0.09
UQCRQ,-0.051055432,0.063065219,-0.068164333,0.057726298,0.099825054,-0.16991405,0.08,-0.01,-0.04
ZSCAN21,-0.15302092,0.063100723,-0.218353143,-0.08550012,-0.296907947,0.164964144,0.08,0.16,-0.34
HHIPL1,-0.005450745,0.063109772,0.224540898,0.179681855,0.081831113,-0.086592197,0.08,-0.12,0.17
BBS1,0.122751174,0.06315663,-0.041725563,0.126880963,0.171839135,-0.079619499,0.08,-0.05,-0.10
SYT4,0.059006551,0.063165578,0.033545055,0.030360055,0.172605343,0.067649144,0.08,0.06,-0.17
YIF1B,-0.082612085,0.063166188,0.068633072,-0.030777405,-0.131845613,0.002678638,0.08,-0.01,-0.05
SGSM1,0.040838851,0.063206547,-0.076756131,0.150039716,0.005040291,0.048179633,0.08,0.10,-0.03
USP21,0.040922512,0.063229597,-0.187858603,0.169170025,0.291630297,0.11652748,0.08,-0.02,-0.92
MS4A10,-0.108601703,0.063237966,0.020004158,0.230374184,-0.026680115,0.025195923,0.08,-0.12,-0.27
PCDH15,-0.055496966,0.063250365,-0.137951774,0.001441151,0.08790642,0.017324705,0.08,0.02,0.13
MVB12B,0.192350783,0.063294301,0.211342061,0.069598448,0.205194747,-0.197607078,0.08,0.21,0.30
AACS,0.067807752,0.063298409,-0.221107865,-0.065854914,-0.059342872,-0.147539903,0.08,0.07,-0.10
NID1,0.238863625,0.063312248,0.267645598,-0.118886066,0.063439116,0.035575369,0.08,-0.05,0.23
LMNB1,0.100059772,0.063331554,0.16789492,0.328806197,0.070835457,-0.127610076,0.08,0.01,0.03
SUCLG2,0.182951821,0.063402409,-0.083814916,-0.017874244,0.119900687,-0.075468233,0.08,0.14,0.01
WDR62,-0.04828674,0.063417868,0.397922978,-0.180989965,-0.339305368,0.241793197,0.08,-0.16,0.04
B3GALTL,0.03563983,0.06345659,0.118885023,-0.299879692,-0.001248596,0.240226269,0.08,0.29,0.10
FAM107A,0.134715622,0.06345878,0.238163481,-0.234653344,0.057543763,0.151258397,0.08,-0.11,-0.19
SMC1A,-0.304451528,0.063484534,-0.41008503,0.016118622,-0.188158559,-0.346124293,0.08,-0.29,-0.20
DOK4,-0.017650126,0.063500738,0.090779286,-0.001142861,0.033525903,0.188127451,0.08,-0.02,0.12
CD93,0.034484139,0.063500775,-0.079037942,0.208356348,0.160830946,0.015002432,0.08,0.03,-0.13
KIAA1919,-0.087570377,0.063530516,-0.121153801,0.168976164,0.166042875,0.096220719,0.08,-0.27,-0.12
MTX1,0.989716039,0.063540482,0.145980314,0.015052235,-0.322072391,-0.532196944,0.08,0.10,0.17
UCP1,-0.074438029,0.063592079,0.198487505,-0.187428799,-0.509898671,-0.011328994,0.08,0.37,0.17
NFAM1,-0.075355475,0.063593496,0.22257605,0.000445343,0.00364536,0.217658221,0.08,-0.19,0.04
ZNF688,0.03822253,0.063615245,-0.02742883,-0.117064453,0.375916149,-0.338231329,0.08,0.20,0.03
GLIS1,-0.180575335,0.063630368,0.124543861,-0.207100937,-0.016613172,0.195849267,0.08,0.03,0.09
AHNAK2,-0.034881572,0.063684577,-0.188527842,-0.294016712,0.146198197,-0.297068425,0.08,-0.06,-0.01
SMIM20,0.06466146,0.063689064,-0.196006249,-0.05615843,0.047097298,0.049650135,0.08,0.07,0.13
BEX5,0.265796587,0.063697181,0.389611213,-0.029319366,0.218325883,-0.228126166,0.08,0.38,0.27
NEK1,0.139962544,0.063710886,-0.051632645,-0.015088496,-0.01535893,-0.0273452,0.08,0.10,0.20
CARD11,0.031299066,0.063740354,0.171158509,0.196955384,0.394074739,-0.239872071,0.08,0.00,-0.19
MKRN3,-0.116166337,0.063781024,-0.237797117,-0.030349101,-0.175405528,0.189175504,0.08,-0.10,0.24
DAW1,0.003228,0.063809796,0.011268646,0.221409899,0.128958362,0.054023067,0.08,0.23,0.11
SOX9,-0.104391864,0.063841632,0.06540825,-0.007298556,0.115909917,0.08222995,0.08,-0.01,-0.28
SLC48A1,0.042402741,0.06386716,0.149427094,-0.05331511,-0.172601276,0.074229408,0.08,-0.61,-0.17
TBPL2,-0.182491343,0.063869294,0.020733338,0.038835959,-0.032633383,-0.01101203,0.08,-0.38,-0.39
GTF2H3,-0.122909957,0.063949096,0.231332713,-0.148543033,-0.177849965,-0.34885302,0.08,0.32,0.04
RING1,-0.264141308,0.063990602,-0.037601275,-0.16169608,-0.18782388,0.00491055,0.08,0.04,0.34
FNDC1,0.215625347,0.063992579,0.166327545,0.115264237,0.018395475,0.046202386,0.08,0.06,-0.07
MIER1,-0.28240454,0.064070143,-0.267466929,0.054047437,0.21416615,0.170873775,0.08,0.10,-0.04
CHADL,-0.063237966,0.06409781,-0.296190622,-0.153400829,0.16544248,-0.169163099,0.08,0.02,0.11
SSBP4,-0.029157558,0.064098905,0.125539856,-0.088311122,0.472779585,-0.295184889,0.08,0.07,0.15
FAM198B,0.109240316,0.064114873,-0.177740032,0.246581811,-0.018380001,-0.101527396,0.08,0.06,0.35
TMEM213,-0.108519505,0.064140644,-0.3080343,-0.003909975,-0.057850839,-0.087790981,0.08,0.06,-0.01
FA2H,-0.005250397,0.064162275,-0.130088102,0.109735213,0.282335593,-0.048189738,0.08,-0.11,-0.34
RPL7A,0.231919287,0.064197376,0.42365624,0.151849571,0.169089435,0.41291769,0.08,0.15,0.07
FAM24A,0.14145904,0.064267953,0.294930088,0.14721836,0.170284742,0.043390423,0.08,-0.07,0.00
USP48,-0.194185538,0.064285817,0.126812152,0.091643067,-0.28495074,-0.137596309,0.08,0.00,0.00
MTAP,0.034492266,0.064296763,-0.227480261,-0.031645333,0.134584807,-0.092150125,0.08,0.13,-0.09
TDO2,-0.012436312,0.064299954,-0.225237353,-0.017292246,-0.025543825,-0.176411813,0.08,-0.43,0.01
FZD1,-0.071987778,0.064317411,0.111576879,-0.039540315,-0.088720021,0.198305561,0.08,0.14,-0.01
PDZD3,0.184364434,0.064343992,-0.019992366,0.082244626,0.359725223,0.045400123,0.08,-0.04,-0.07
ZFY,0.190195379,0.064350513,0.013169375,-0.014110383,-0.100345609,-0.133449049,0.08,0.19,-0.38
HOXD3,-0.042485166,0.064353402,-0.148762562,0.171379158,0.172822347,0.155770299,0.08,-0.24,-0.39
WDR83,-0.122588497,0.064383021,-0.138937721,0.203691494,0.056192908,0.136014792,0.08,-0.09,0.25
CHN2,0.071253611,0.064427678,0.382443781,0.021704072,0.007293313,0.151515912,0.08,0.05,0.09
THAP5,0.006914403,0.064431691,0.145349379,-0.210940661,-0.043333242,0.234033651,0.08,-0.13,-0.32
BMP3,0.137401027,0.064458198,-0.008902835,-0.055856363,-0.094739903,-0.051509178,0.08,0.07,0.00
TNFSF13B,0.029337437,0.064468727,0.063663142,-0.035402601,-0.115370501,0.000433156,0.08,-0.04,-0.05
MCF2,0.046340456,0.064471569,0.080582555,0.31338636,0.110832931,-0.221702764,0.08,-0.08,-0.04
GLIPR1L1,-0.105301348,0.064479742,0.101304445,0.052423675,-0.195525688,0.028835377,0.08,0.13,0.15
TPBGL,0.116743598,0.06449161,-0.020516935,0.099436168,0.329808672,0.196686544,0.08,0.27,0.13
SLC25A15,-0.045009964,0.06451329,-0.192082289,-0.120920919,-0.037170886,-0.466272774,0.08,0.02,0.21
CELF6,-0.058468077,0.064560634,-0.059245248,-0.111578972,0.043044801,0.287700188,0.08,0.13,0.30
C1orf228,0.000501262,0.064562741,-0.147520291,-0.19274962,-0.028751239,-0.101688835,0.08,0.19,-0.13
CHSY1,0.108955629,0.06456947,0.150788762,0.163462503,-0.090552201,0.138546688,0.08,-0.29,-0.08
KIF4B,0.093482476,0.064569544,0.046060955,-0.241598289,0.132111518,-0.02799994,0.08,0.22,-0.14
ASPRV1,-0.003416021,0.06460009,0.181829969,-0.168546891,-0.190875258,-0.10864615,0.08,-0.17,0.10
MB,-0.172776776,0.064621131,0.040262916,-0.001639308,0.061623588,0.267522501,0.08,0.12,0.06
ACTR10,-0.207538048,0.064635864,0.183573711,0.135046912,-0.270219037,0.159706741,0.08,-0.05,0.04
PSPC1,0.148249218,0.064645568,0.072002623,0.136393852,0.049786164,0.243137,0.08,-0.07,-0.33
IZUMO4,0.126654368,0.064696142,0.117843526,0.139407142,-0.333953004,-0.04348222,0.08,0.31,-0.03
PPP1R7,0.007174561,0.064730988,0.06056905,0.08934764,0.108832526,-0.147073942,0.08,0.08,0.09
TBXAS1,0.245570947,0.064735826,-0.100330576,-0.066395221,0.156683453,0.177105906,0.08,-0.09,0.00
GSC2,-0.152227253,0.064736702,-0.031652934,-0.222891641,-0.249257203,-0.237974279,0.08,0.16,0.08
PIWIL1,0.225226151,0.064742239,-0.27354206,-0.0471584,-0.025372185,0.207284814,0.08,-0.15,-0.14
SSTR3,0.101501244,0.064813152,0.102037538,0.163455043,-0.14238841,0.30785245,0.08,0.12,0.18
BNIP3,-0.108096924,0.064864331,-0.078719982,0.075964658,0.087260332,0.082445865,0.08,-0.04,-0.16
EMCN,0.016290517,0.064865884,0.151683008,-0.172617013,0.053223063,0.071851668,0.08,0.10,-0.38
SSR3,0.31101046,0.064868569,-0.557881043,-0.120615346,0.344738614,0.173700916,0.08,0.11,-0.26
UAP1L1,0.116491607,0.064876914,-0.053831211,0.175181582,-0.047154419,-0.018169197,0.08,0.06,0.08
IL1B,-0.086992773,0.064900685,0.095133139,-0.172022608,0.009709036,0.196927164,0.08,0.06,-0.01
NPY1R,0.046791185,0.064944084,-0.056487045,0.146004117,0.046271059,0.127118121,0.08,-0.15,0.42
SLC19A3,0.104597175,0.065009656,0.140379778,0.18266109,0.043933652,0.091681982,0.08,-0.08,-0.16
NFATC3,0.028675561,0.065009903,0.201222006,0.410791667,-0.046354336,0.190341522,0.08,-0.07,-0.06
MAGEC1,0.055888948,0.065041438,-0.06065209,0.49952496,-0.051889812,0.340910427,0.08,-0.22,-0.15
HPS1,0.091184448,0.065070466,-0.046201951,-0.058576857,-0.302064337,0.100678766,0.08,-0.15,0.00
TM6SF2,-0.040368316,0.065072155,-0.12679248,-0.443590044,-0.156034617,-0.124111303,0.08,-0.16,0.07
PRADC1,0.008246723,0.065088012,0.067082269,0.143466879,-0.213259576,-0.074281174,0.08,-0.10,0.05
TNFRSF18,-0.02764079,0.065135031,-0.045098906,-0.07254099,0.183021157,0.025312836,0.08,-0.15,-0.21
MYADML2,0.144738088,0.065152436,0.213572275,0.315816003,-0.348978423,0.228845956,0.08,0.24,0.12
UBC,0.011737732,0.065156111,0.174450434,0.102529978,0.129767556,0.278152075,0.08,-0.38,-0.32
SMIM3,-0.008887889,0.065162344,-0.150934733,0.092870307,0.206235375,-0.022433492,0.08,0.01,-0.03
TREM1,-0.038143061,0.06519584,-0.098630356,-0.100656054,-0.192494452,0.180858526,0.08,0.02,-0.18
CLDN8,0.036747263,0.065203473,-0.178312287,-0.007062259,0.269667666,0.008416754,0.08,0.24,0.38
SRA1,0.201436459,0.065325687,-0.115761934,0.109284799,-0.010306957,0.051779838,0.08,0.13,-0.08
DLK2,-0.142513843,0.065331832,-0.002678868,-0.022045162,-0.246098867,-0.067298356,0.08,0.03,0.26
CALHM2,0.035246038,0.065342404,0.084715995,0.212482801,0.090750283,0.010013549,0.08,-0.16,0.04
TWF1,-0.05533271,0.065356338,-0.203596407,0.127361656,-0.046861003,-0.020926769,0.08,0.11,0.18
LHFPL3,-0.062582594,0.065366562,0.203270806,-0.398456195,-0.060008237,0.19470834,0.08,-0.22,-0.33
SOX13,0.193946848,0.065386481,0.25282581,0.224976425,0.022289486,-0.109058317,0.08,-0.07,-0.22
NRM,0.016910522,0.065425002,0.018289553,0.065614476,0.171712568,0.099726978,0.08,0.07,-0.12
CCDC85B,-0.050475723,0.065432349,-0.261854446,0.32795477,0.155554214,0.211238357,0.08,0.03,0.14
DLX4,-0.113120995,0.065478538,0.140883232,0.184198196,-0.144337654,0.043426931,0.08,0.23,-0.02
PAQR7,-0.080097959,0.065526809,0.018372688,-0.131957907,0.021467284,-0.048304823,0.08,0.11,0.01
CUEDC2,-0.15675279,0.06553605,0.089162226,-0.038170335,-0.151187815,-0.09569849,0.08,-0.37,-0.08
NOX3,0.26438492,0.065545881,0.057166106,-0.162325762,0.094922081,-0.056578613,0.08,-0.05,-0.07
FAM83E,0.055078072,0.065599027,0.072703689,-0.127696884,-0.023074539,0.148908464,0.08,-0.04,0.28
HSD11B1L,0.207613114,0.065636968,0.017690257,0.046650654,-0.141730494,0.117871713,0.08,0.08,0.03
RNF133,0.096905321,0.065650027,-0.216517582,-0.180820386,-0.107114672,-0.296150488,0.08,0.16,-0.42
AHDC1,0.017012912,0.06566388,0.26046101,0.082398999,-0.056438749,0.034478639,0.08,0.10,-0.11
OR10K1,-0.12766888,0.065666479,-0.083660878,-0.081844884,-0.138925088,0.177126119,0.08,-0.04,0.24
PCDH8,0.032795568,0.06572296,0.009458127,0.03153568,-0.000561193,0.13298395,0.08,-0.25,-0.04
HTR1A,0.073912139,0.065726891,-0.128068251,0.190711478,0.130723204,0.256669186,0.08,0.04,0.05
PIM3,0.419998698,0.065767294,0.104155635,0.075840407,-0.24376027,0.194952037,0.08,0.08,-0.05
TFB1M,-0.108853758,0.065780755,0.080213946,-0.136401,0.085461601,-0.249025397,0.08,-0.01,-0.20
SEMA3G,0.062657353,0.065781491,-0.324392724,0.011195184,-0.156386744,0.35996126,0.08,-0.05,0.04
C17orf99,-0.015083385,0.065811132,0.003394748,0.12184716,0.233710647,0.156984395,0.08,0.10,-0.17
PTCHD1,0.009929071,0.065830624,-0.155617629,0.199211819,0.518557541,-0.160117318,0.08,0.01,-0.25
TYK2,0.031832142,0.065866676,-0.023881138,0.114588177,0.087449595,0.031682903,0.08,-0.17,-0.16
CDCA5,-0.170186898,0.065874827,0.30019208,0.134540086,-0.062111076,0.331302961,0.08,0.14,0.04
KRTAP20-3,0.091399099,0.06594835,-0.074591889,-0.224837685,0.150988696,0.22727473,0.08,-0.04,-0.13
DDX43,0.00862425,0.066012038,-0.18736225,-0.12208879,-0.001291692,0.090368471,0.08,-0.15,-0.23
PLEKHF2,-0.097805764,0.066013538,-0.193304644,0.27420395,-0.319993156,-0.410649584,0.08,-0.12,-0.02
ASB1,0.068958411,0.066018527,-0.152271629,-0.394376877,-0.314776218,0.143570803,0.08,0.09,0.08
ATP6V1G2,-0.100195849,0.066099739,-0.037139979,-0.048184126,0.115896205,0.231859508,0.08,-0.22,0.16
CDH7,0.049670552,0.066120831,-0.263181333,0.060678591,0.01156729,0.039666737,0.08,-0.06,0.10
ZNF420,-0.009934687,0.066122265,0.056780071,-0.004322167,-0.063789445,-0.095724237,0.08,-0.40,0.16
PIWIL3,-0.151118781,0.066125927,-0.155100572,-0.203460574,0.292137238,0.177396569,0.08,0.24,0.15
SYTL5,0.098205804,0.066131642,-0.23269454,0.106194184,0.091727788,0.016193104,0.08,-0.03,-0.31
TRIM39,0.062901827,0.066145111,0.170183444,0.079570986,-0.170466391,0.138151425,0.08,0.01,0.33
DDX39A,0.17000614,0.066151551,0.17864254,0.278590565,-0.128410965,0.163230693,0.08,0.27,0.20
FERMT3,0.114004041,0.06622572,-0.007684442,0.041197335,0.078652715,-0.112429122,0.08,0.02,-0.13
CCDC160,0.088517256,0.06622975,-0.158533326,0.140268772,0.014223611,-0.155318668,0.08,0.02,-0.43
ALDOB,0.156931682,0.066255559,-0.120194149,-0.006953227,0.278630055,-0.046909371,0.08,-0.11,0.07
GPR139,0.005913555,0.066269388,-0.11098138,0.118612535,-0.215106301,0.010120767,0.08,-0.18,0.01
MAP3K15,0.010398313,0.066281002,-0.019330075,0.177237238,-0.018876882,0.038745918,0.08,-0.06,0.05
LILRA2,0.136644704,0.066283061,0.313150879,0.207576601,0.090089154,0.031529924,0.08,-0.16,-0.15
KRTAP3-1,-0.016741384,0.066302956,-0.149231294,0.139561021,0.035909858,-0.123193846,0.08,-0.11,0.06
RHOXF1,0.151450552,0.066305724,0.152503872,-0.003505485,0.218199202,-0.066482787,0.08,0.11,0.05
SULT1C2,0.027707099,0.066337378,0.304509461,0.083545276,0.041932111,-0.030094299,0.08,-0.06,-0.13
ZNF568,0.026102113,0.066345047,0.166392856,-0.095395041,0.01757613,0.188091276,0.08,0.03,0.15
SACS,0.118839041,0.066364169,0.350949999,-0.14367415,0.116701263,-0.090406203,0.08,0.10,0.02
CCHCR1,-0.038470104,0.066371412,-0.134944474,0.162157778,-0.088127354,-0.156772087,0.08,0.11,-0.03
NAT2,-0.113221079,0.066382623,0.031358443,-0.031617635,0.14336826,-0.111904675,0.08,0.14,-0.23
GRM7,-0.006711556,0.06641162,0.264166582,0.147155402,-0.113892138,-0.121872416,0.08,0.16,-0.09
POU3F3,0.132191253,0.066420426,0.183930425,-0.117158443,0.200723564,-0.005155008,0.08,-0.09,0.12
SUGP2,-0.001743661,0.066428196,-0.359541561,-0.24652229,0.15393549,-0.085731789,0.08,0.22,-0.28
MFN1,0.123751256,0.066439102,0.08115541,0.124105399,0.374737053,-0.17193197,0.08,0.02,-0.24
ADAMTSL4,-0.095538627,0.066515804,-0.030720644,-0.129797162,0.177731501,0.241458294,0.08,-0.04,0.01
CFLAR,0.020675836,0.066655612,0.327143034,0.03065412,0.116233869,0.181315848,0.08,0.08,-0.20
C7orf10,0.136642192,0.0667372,-0.118675108,0.028160758,-0.061874276,-0.472042722,0.08,0.34,0.49
KCNE1L,0.275336773,0.066737474,0.109793907,0.014785312,0.204365059,-0.043209016,0.08,0.04,0.08
TNFAIP8L1,-0.023213262,0.066784835,-0.195827772,0.058079182,-0.123614847,0.14192663,0.08,0.39,0.51
ZNF341,0.011515022,0.066809568,-0.133777418,-0.062213533,0.21970111,0.019761157,0.08,0.08,0.09
USP9Y,0.132971769,0.066813742,-0.037918111,-0.000728023,0.412056609,-0.146053491,0.08,-0.06,-0.26
NUDT1,-0.190655633,0.066923448,-0.069211145,0.083476123,-0.171132767,0.125738126,0.08,-0.13,-0.01
FAIM2,-0.137338908,0.06692357,-0.027976029,-0.07757317,-0.023766707,-0.329116065,0.08,0.02,0.11
EPC1,-0.191272986,0.066947988,0.668202632,0.26882131,-0.209252741,-0.15716748,0.08,0.11,-0.10
MSC,0.017521062,0.066959009,-0.108827663,0.069965387,0.228601573,-0.058281802,0.08,0.13,0.02
ACTL8,0.115098593,0.066978898,-0.22582004,-0.092012127,-0.011594888,-0.002222327,0.08,-0.01,0.28
CXorf31,0.01604505,0.067017863,-0.006848087,0.150945126,0.342959141,0.023898289,0.08,0.02,0.06
